"scenario","scenario_num","A","B","sim_num","km_est","hybrid_est","km_error","hybrid_error"
"Moderate (30%)",3,0.15,0.15,154,2.39654215710714,2.78293025990521,-0.603457842892859,-0.217069740094792
"Moderate (30%)",3,0.15,0.15,155,2.3082637278045,2.86899110004293,-0.691736272195503,-0.131008899957067
"Moderate (30%)",3,0.15,0.15,156,2.29864772729325,2.75818111788351,-0.701352272706752,-0.241818882116492
"Moderate (30%)",3,0.15,0.15,157,2.38884218101474,2.87113713511785,-0.61115781898526,-0.128862864882153
"Moderate (30%)",3,0.15,0.15,158,2.42397404355156,3.05889813966559,-0.576025956448442,0.0588981396655948
"Moderate (30%)",3,0.15,0.15,159,2.25825453989646,2.47330847999372,-0.741745460103535,-0.526691520006277
"Moderate (30%)",3,0.15,0.15,160,2.26336898462012,2.75147718248671,-0.736631015379882,-0.248522817513293
"Moderate (30%)",3,0.15,0.15,161,2.27830209490107,3.93405717241101,-0.721697905098933,0.934057172411014
"Moderate (30%)",3,0.15,0.15,162,2.39366640085508,2.600773848119,-0.606333599144918,-0.399226151881003
"Moderate (30%)",3,0.15,0.15,163,2.34907404242686,3.10515586880663,-0.650925957573139,0.105155868806629
"Moderate (30%)",3,0.15,0.15,164,2.38707720920042,3.11978974380086,-0.612922790799578,0.119789743800861
"Moderate (30%)",3,0.15,0.15,165,2.36279143543631,410.204328908952,-0.637208564563694,407.204328908952
"Moderate (30%)",3,0.15,0.15,166,2.37781868566926,3.45159077942053,-0.622181314330742,0.451590779420531
"Moderate (30%)",3,0.15,0.15,167,2.37546324316532,2.56599324297242,-0.624536756834678,-0.434006757027577
"Moderate (30%)",3,0.15,0.15,168,2.26756858572514,2.76926523096669,-0.732431414274859,-0.230734769033309
"Moderate (30%)",3,0.15,0.15,169,2.31880409352775,2.59013088805252,-0.681195906472247,-0.409869111947483
"Moderate (30%)",3,0.15,0.15,170,2.29279839065484,2.47909948712918,-0.707201609345163,-0.520900512870822
"Moderate (30%)",3,0.15,0.15,171,2.43441162721227,NA,-0.565588372787734,NA
"Moderate (30%)",3,0.15,0.15,172,2.44063383717469,3.06726006964169,-0.559366162825311,0.0672600696416863
"Moderate (30%)",3,0.15,0.15,173,2.29822785377699,2.57828853346732,-0.701772146223011,-0.421711466532683
"Moderate (30%)",3,0.15,0.15,174,2.38006782463868,2.65719284873322,-0.619932175361324,-0.342807151266777
"Moderate (30%)",3,0.15,0.15,175,2.5474032344912,3.30186747811717,-0.452596765508803,0.301867478117168
"Moderate (30%)",3,0.15,0.15,176,2.36965900182539,4.30200919927576,-0.630340998174606,1.30200919927576
"Moderate (30%)",3,0.15,0.15,177,2.41225200956463,3.9163792400679,-0.58774799043537,0.9163792400679
"Moderate (30%)",3,0.15,0.15,178,2.40447262711951,2.95981644357691,-0.595527372880489,-0.0401835564230861
"Moderate (30%)",3,0.15,0.15,179,2.38798466416027,3.45092995656317,-0.612015335839728,0.450929956563167
